,Data_ped,Data_env,Modo de envio,Nome do cliente,Cidade,ID do produto,Categoria,Subcategoria,Nome do produto,Vendas,ano,mes,dia
3606,2017-03-12,2017-03-16,Second Class,Clytie Kelty,New York City,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,29.34,2017,March,12
3607,2015-09-23,2015-09-28,Second Class,Shui Tom,New York City,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,139.44,2015,September,23
3608,2015-04-28,2015-05-03,Standard Class,George Bell,Newark,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,6.912000000000001,2015,April,28
3609,2015-04-28,2015-05-03,Standard Class,George Bell,Newark,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,27.096,2015,April,28
3610,2015-04-28,2015-05-03,Standard Class,George Bell,Newark,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",177.56799999999998,2015,April,28
3611,2017-11-29,2017-12-01,Second Class,Nick Crebassa,Dallas,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,58.416000000000004,2017,November,29
3612,2016-12-03,2016-12-08,Standard Class,Alejandro Ballentine,Philadelphia,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",16.448,2016,December,3
3613,2016-12-03,2016-12-08,Standard Class,Alejandro Ballentine,Philadelphia,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",36.784,2016,December,3
3614,2018-11-19,2018-11-21,First Class,Stewart Carmichael,San Antonio,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",718.1160000000001,2018,November,19
3615,2018-11-19,2018-11-21,First Class,Stewart Carmichael,San Antonio,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,31.776,2018,November,19
3616,2017-09-05,2017-09-09,Standard Class,Jasper Cacioppo,Philadelphia,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",9.555,2017,September,5
3617,2018-09-04,2018-09-08,Standard Class,Ralph Arnett,Los Angeles,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.98400000000004,2018,September,4
3618,2018-09-04,2018-09-08,Standard Class,Ralph Arnett,Los Angeles,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56,2018,September,4
3619,2018-09-04,2018-09-08,Standard Class,Ralph Arnett,Los Angeles,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85,2018,September,4
3620,2017-09-22,2017-09-29,Standard Class,Sally Hughsby,Smyrna,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,40.775999999999996,2017,September,22
3621,2017-09-22,2017-09-29,Standard Class,Sally Hughsby,Smyrna,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,63.93600000000001,2017,September,22
3622,2015-09-14,2015-09-19,Standard Class,John Castell,Macon,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",142.4,2015,September,14
3623,2015-09-14,2015-09-19,Standard Class,John Castell,Macon,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2015,September,14
3624,2018-05-19,2018-05-21,Second Class,Becky Castell,San Francisco,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",681.408,2018,May,19
3625,2018-05-19,2018-05-21,Second Class,Becky Castell,San Francisco,OFF-AR-10001315,Office Supplies,Art,Newell 310,3.52,2018,May,19
3626,2018-05-19,2018-05-21,Second Class,Becky Castell,San Francisco,OFF-AR-10000122,Office Supplies,Art,Newell 314,5.58,2018,May,19
3627,2018-05-19,2018-05-21,Second Class,Becky Castell,San Francisco,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,36.32,2018,May,19
3628,2015-08-09,2015-08-13,Standard Class,Joseph Holt,Seattle,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,2060.744,2015,August,9
3629,2018-11-26,2018-11-30,Standard Class,Corey Catlett,Columbus,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,52.272,2018,November,26
3630,2018-11-26,2018-11-30,Standard Class,Corey Catlett,Columbus,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,213.136,2018,November,26
3631,2018-05-03,2018-05-08,Second Class,Darren Budd,Los Angeles,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2018,May,3
3632,2018-05-03,2018-05-08,Second Class,Darren Budd,Los Angeles,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,763.44,2018,May,3
3633,2017-11-10,2017-11-14,Standard Class,Paul Prost,Springfield,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,9.216000000000001,2017,November,10
3634,2017-11-10,2017-11-14,Standard Class,Paul Prost,Springfield,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,41.958,2017,November,10
3635,2017-11-10,2017-11-14,Standard Class,Paul Prost,Springfield,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,89.568,2017,November,10
3636,2017-11-10,2017-11-14,Standard Class,Paul Prost,Springfield,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",22.248,2017,November,10
3637,2017-11-10,2017-11-14,Standard Class,Paul Prost,Springfield,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",334.88,2017,November,10
3638,2017-11-10,2017-11-14,Standard Class,Paul Prost,Springfield,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,148.28799999999998,2017,November,10
3639,2017-11-10,2017-11-14,Standard Class,Paul Prost,Springfield,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,4.624,2017,November,10
3640,2017-11-10,2017-11-14,Standard Class,Paul Prost,Springfield,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",178.92,2017,November,10
3641,2017-11-10,2017-11-14,Standard Class,Paul Prost,Springfield,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,69.888,2017,November,10
3642,2015-12-20,2015-12-23,Second Class,Michael Chen,Los Angeles,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.98400000000004,2015,December,20
3643,2015-12-20,2015-12-23,Second Class,Michael Chen,Los Angeles,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2015,December,20
3644,2015-12-20,2015-12-23,Second Class,Michael Chen,Los Angeles,OFF-AR-10004269,Office Supplies,Art,Newell 31,4.13,2015,December,20
3645,2015-12-20,2015-12-23,Second Class,Michael Chen,Los Angeles,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",155.12,2015,December,20
3646,2015-07-25,2015-07-27,Second Class,Vicky Freymann,Los Angeles,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,6.48,2015,July,25
3647,2015-07-25,2015-07-27,Second Class,Vicky Freymann,Los Angeles,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,15.52,2015,July,25
3648,2016-11-22,2016-11-27,Standard Class,Marc Crier,Memphis,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,2016,November,22
3649,2016-11-22,2016-11-27,Standard Class,Marc Crier,Memphis,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",55.104,2016,November,22
3650,2018-12-09,2018-12-11,Second Class,Dean Braden,Detroit,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",104.88,2018,December,9
3651,2018-12-09,2018-12-11,Second Class,Dean Braden,Detroit,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,34.7,2018,December,9
3652,2018-12-09,2018-12-11,Second Class,Dean Braden,Detroit,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,33.72,2018,December,9
3653,2018-12-09,2018-12-11,Second Class,Dean Braden,Detroit,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,2018,December,9
3654,2018-08-31,2018-09-05,Standard Class,Ashley Jarboe,Lawrence,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,638.73,2018,August,31
3655,2018-04-24,2018-04-30,Standard Class,Christine Phan,Jacksonville,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,113.568,2018,April,24
3656,2018-09-08,2018-09-14,Standard Class,Dorothy Badders,Dublin,TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,9.096,2018,September,8
3657,2016-03-12,2016-03-17,Standard Class,Edward Becker,Plantation,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,8.687999999999999,2016,March,12
3658,2016-03-12,2016-03-17,Standard Class,Edward Becker,Plantation,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",30.88,2016,March,12
3659,2016-03-12,2016-03-17,Standard Class,Edward Becker,Plantation,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,6.4079999999999995,2016,March,12
3660,2017-07-18,2017-07-23,Standard Class,Jennifer Patt,Glendale,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",33.8,2017,July,18
3661,2017-06-13,2017-06-15,Second Class,Sample Company A,Jackson,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,377.97,2017,June,13
3662,2018-07-03,2018-07-09,Standard Class,Frank Merwin,Quincy,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",258.9,2018,July,3
3663,2018-07-03,2018-07-09,Standard Class,Frank Merwin,Quincy,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2018,July,3
3664,2015-12-08,2015-12-13,Standard Class,Tim Brockman,Salem,OFF-LA-10001569,Office Supplies,Labels,Avery 499,27.888,2015,December,8
3665,2015-12-08,2015-12-13,Standard Class,Tim Brockman,Salem,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",6.456,2015,December,8
3666,2015-12-08,2015-12-13,Standard Class,Tim Brockman,Salem,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.68,2015,December,8
3667,2015-12-08,2015-12-13,Standard Class,Tim Brockman,Salem,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,13.88,2015,December,8
3668,2015-12-08,2015-12-13,Standard Class,Tim Brockman,Salem,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,103.92,2015,December,8
3669,2015-12-08,2015-12-13,Standard Class,Tim Brockman,Salem,OFF-LA-10004409,Office Supplies,Labels,Avery 492,11.52,2015,December,8
3670,2015-12-08,2015-12-13,Standard Class,Tim Brockman,Salem,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,10.368,2015,December,8
3671,2015-12-08,2015-12-13,Standard Class,Tim Brockman,Salem,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,39.071999999999996,2015,December,8
3672,2017-04-08,2017-04-14,Standard Class,Eugene Hildebrand,Troy,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,8.872,2017,April,8
3673,2017-04-08,2017-04-14,Standard Class,Eugene Hildebrand,Troy,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104,2017,April,8
3674,2018-11-06,2018-11-11,Standard Class,Maris LaWare,Philadelphia,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",127.37200000000001,2018,November,6
3675,2018-11-06,2018-11-11,Standard Class,Maris LaWare,Philadelphia,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,47.952,2018,November,6
3676,2016-12-05,2016-12-09,Standard Class,Matt Hagelstein,San Diego,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2016,December,5
3677,2016-07-09,2016-07-14,Standard Class,Brian Thompson,Clinton,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.8,2016,July,9
3678,2016-07-09,2016-07-14,Standard Class,Brian Thompson,Clinton,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,464.97,2016,July,9
3679,2016-07-09,2016-07-14,Standard Class,Brian Thompson,Clinton,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,181.96,2016,July,9
3680,2016-07-09,2016-07-14,Standard Class,Brian Thompson,Clinton,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",12.39,2016,July,9
3681,2016-07-09,2016-07-14,Standard Class,Brian Thompson,Clinton,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",84.09,2016,July,9
3682,2016-07-09,2016-07-14,Standard Class,Brian Thompson,Clinton,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,79.36,2016,July,9
3683,2016-07-09,2016-07-14,Standard Class,Brian Thompson,Clinton,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,153.36,2016,July,9
3684,2016-07-09,2016-07-14,Standard Class,Brian Thompson,Clinton,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,43.68,2016,July,9
3685,2016-07-09,2016-07-14,Standard Class,Brian Thompson,Clinton,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,98.21,2016,July,9
3686,2017-12-13,2017-12-19,Standard Class,Jasper Cacioppo,Riverside,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,9.84,2017,December,13
3687,2017-05-20,2017-05-24,Standard Class,Dean Braden,Port Saint Lucie,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,2017,May,20
3688,2018-06-02,2018-06-05,Second Class,Denny Ordway,Mesa,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,2018,June,2
3689,2018-06-02,2018-06-05,Second Class,Denny Ordway,Mesa,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",43.92,2018,June,2
3690,2016-10-30,2016-11-02,Second Class,Frank Atkinson,Denver,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,59.994,2016,October,30
3691,2016-10-30,2016-11-02,Second Class,Frank Atkinson,Denver,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,439.99199999999996,2016,October,30
3692,2016-10-30,2016-11-02,Second Class,Frank Atkinson,Denver,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,87.96,2016,October,30
3693,2016-10-30,2016-11-02,Second Class,Frank Atkinson,Denver,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",15.488,2016,October,30
3694,2017-10-15,2017-10-20,Standard Class,Quincy Jones,Springfield,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,232.96,2017,October,15
3695,2017-10-15,2017-10-20,Standard Class,Quincy Jones,Springfield,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,66.54,2017,October,15
3696,2017-10-15,2017-10-20,Standard Class,Quincy Jones,Springfield,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,43.26,2017,October,15
3697,2016-11-19,2016-11-21,Second Class,Tony Chapman,Seattle,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",141.96,2016,November,19
3698,2015-09-13,2015-09-17,Standard Class,Odella Nelson,Tempe,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,79.4,2015,September,13
3699,2018-11-13,2018-11-18,Second Class,Alan Dominguez,Yonkers,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,163.96,2018,November,13
3700,2018-12-24,2018-12-29,Standard Class,Ann Chong,Rochester,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",37.93,2018,December,24
3701,2017-01-09,2017-01-13,Second Class,Maureen Fritzler,Toledo,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",15.168,2017,January,9
3702,2016-06-13,2016-06-19,Standard Class,Dave Hallsten,Decatur,OFF-AR-10004269,Office Supplies,Art,Newell 31,24.78,2016,June,13
3703,2016-06-13,2016-06-19,Standard Class,Dave Hallsten,Decatur,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,19.14,2016,June,13
3704,2016-06-13,2016-06-19,Standard Class,Dave Hallsten,Decatur,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,899.97,2016,June,13
3705,2016-06-13,2016-06-19,Standard Class,Dave Hallsten,Decatur,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,32.4,2016,June,13
3706,2018-03-18,2018-03-22,Standard Class,Edward Nazzal,Dallas,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,23.831999999999997,2018,March,18
3707,2015-11-23,2015-11-27,Standard Class,Saphhira Shifley,Mesquite,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,6.367999999999999,2015,November,23
3708,2015-11-23,2015-11-27,Standard Class,Saphhira Shifley,Mesquite,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",34.176,2015,November,23
3709,2015-11-23,2015-11-27,Standard Class,Saphhira Shifley,Mesquite,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,5.544,2015,November,23
3710,2018-10-15,2018-10-17,First Class,Roland Schwarz,Los Angeles,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,510.24,2018,October,15
3711,2018-10-15,2018-10-17,First Class,Roland Schwarz,Los Angeles,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,204.95,2018,October,15
3712,2018-04-21,2018-04-24,First Class,Joni Wasserman,Seattle,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",11.54,2018,April,21
3713,2018-04-21,2018-04-24,First Class,Joni Wasserman,Seattle,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,162.6,2018,April,21
3714,2015-12-08,2015-12-10,Second Class,Jim Karlsson,Olympia,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,45.68,2015,December,8
3715,2015-12-08,2015-12-10,Second Class,Jim Karlsson,Olympia,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,2015,December,8
3716,2018-05-29,2018-06-02,Standard Class,Jesus Ocampo,Omaha,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,23.55,2018,May,29
3717,2017-09-19,2017-09-23,Standard Class,Theone Pippenger,Columbus,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,5.04,2017,September,19
3718,2017-09-19,2017-09-23,Standard Class,Theone Pippenger,Columbus,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,249.95,2017,September,19
3719,2017-09-17,2017-09-23,Standard Class,Brendan Sweed,Columbus,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,33.4,2017,September,17
3720,2017-12-20,2017-12-24,Standard Class,Alejandro Ballentine,Jackson,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,18.92,2017,December,20
3721,2017-12-20,2017-12-24,Standard Class,Alejandro Ballentine,Jackson,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.42,2017,December,20
3722,2018-11-22,2018-11-26,Standard Class,Frank Olsen,Houston,OFF-AR-10000122,Office Supplies,Art,Newell 314,35.711999999999996,2018,November,22
3723,2015-12-30,2016-01-04,Standard Class,Maureen Fritzler,Phoenix,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,551.985,2015,December,30
3724,2018-04-03,2018-04-05,First Class,Sue Ann Reed,Chicago,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,7.056,2018,April,3
3725,2017-12-26,2018-01-02,Standard Class,Sally Hughsby,Denver,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,18.72,2017,December,26
3726,2017-06-05,2017-06-11,Standard Class,Janet Lee,Newark,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2017,June,5
3727,2017-06-05,2017-06-11,Standard Class,Janet Lee,Newark,OFF-AR-10000122,Office Supplies,Art,Newell 314,11.16,2017,June,5
3728,2017-06-05,2017-06-11,Standard Class,Janet Lee,Newark,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,14.94,2017,June,5
3729,2016-09-18,2016-09-23,Standard Class,Ken Heidel,Clinton,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,41.96,2016,September,18
3730,2016-09-18,2016-09-23,Standard Class,Ken Heidel,Clinton,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,636.86,2016,September,18
3731,2016-09-18,2016-09-23,Standard Class,Ken Heidel,Clinton,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,499.99,2016,September,18
3732,2016-09-18,2016-09-23,Standard Class,Ken Heidel,Clinton,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,1259.93,2016,September,18
3733,2016-09-18,2016-09-23,Standard Class,Ken Heidel,Clinton,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",65.08,2016,September,18
3734,2018-03-06,2018-03-11,Second Class,Roland Murray,New York City,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,26.38,2018,March,6
3735,2018-03-06,2018-03-11,Second Class,Roland Murray,New York City,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",71.97,2018,March,6
3736,2017-03-17,2017-03-17,Same Day,Vivian Mathis,Newark,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2017,March,17
3737,2017-03-17,2017-03-17,Same Day,Vivian Mathis,Newark,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",32.54,2017,March,17
3738,2017-12-09,2017-12-13,Standard Class,Logan Haushalter,Jackson,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",10.9,2017,December,9
3739,2017-12-09,2017-12-13,Standard Class,Logan Haushalter,Jackson,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,59.98,2017,December,9
3740,2017-12-09,2017-12-13,Standard Class,Logan Haushalter,Jackson,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",61.928999999999995,2017,December,9
3741,2017-01-15,2017-01-21,Standard Class,William Brown,New York City,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",16.52,2017,January,15
3742,2017-01-15,2017-01-21,Standard Class,William Brown,New York City,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,60.12,2017,January,15
3743,2017-01-15,2017-01-21,Standard Class,William Brown,New York City,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,2017,January,15
3744,2015-10-24,2015-10-24,Same Day,Arthur Prichep,Rock Hill,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,11.85,2015,October,24
3745,2017-09-23,2017-09-28,Second Class,Russell Applegate,Columbus,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,118.25,2017,September,23
3746,2017-09-23,2017-09-28,Second Class,Russell Applegate,Columbus,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,368.97,2017,September,23
3747,2018-08-27,2018-08-29,Second Class,Dan Reichenbach,Inglewood,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2018,August,27
3748,2018-08-27,2018-08-29,Second Class,Dan Reichenbach,Inglewood,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,321.92,2018,August,27
3749,2018-08-27,2018-08-29,Second Class,Dan Reichenbach,Inglewood,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,879.9839999999999,2018,August,27
3750,2018-08-27,2018-08-29,Second Class,Dan Reichenbach,Inglewood,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4,2018,August,27
3751,2018-08-27,2018-08-29,Second Class,Dan Reichenbach,Inglewood,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,2018,August,27
3752,2018-08-27,2018-08-29,Second Class,Dan Reichenbach,Inglewood,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28,2018,August,27
3753,2018-08-27,2018-08-29,Second Class,Dan Reichenbach,Inglewood,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2018,August,27
3754,2018-08-27,2018-08-29,Second Class,Dan Reichenbach,Inglewood,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,2018,August,27
3755,2017-03-03,2017-03-06,First Class,Jason Gross,Odessa,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",42.784,2017,March,3
3756,2017-03-03,2017-03-06,First Class,Jason Gross,Odessa,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,563.43,2017,March,3
3757,2017-02-28,2017-03-04,Standard Class,Lena Cacioppo,Newark,OFF-AR-10001615,Office Supplies,Art,Newell 34,111.104,2017,February,28
